objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement,top_category,sub_category
184,konferans.jpg,,Osmanlı Mali Sisteminde Tuz ve Tuzlaların Mahiyeti,Mehmet Genç Gönüllüsü,2013-05-01,Osmanlı Mali Sisteminde Tuz ve Tuzlaların Mahiyeti,Konferans;İktisat;Maliye;Tuz,Kayseri,38.7349967,35.48875629,MG-184,,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
182,konferans.jpg,,İktisat Tarihimizde Bursa’nın Yeri,Mehmet Genç Gönüllüsü,2013-05-07,İktisat Tarihimizde Bursa’nın Yeri,Konferans;İktisat;Şehirler;Bursa,"Bursa,Nilüfer;Uludağ Üniversitesi",40.23540085,28.88388089,MG-182,Uludağ Üniversitesi,Görüntü,image/jpg,tr,https://www.uludag.edu.tr,,Akademik,Konferans ve Bildiriler
131,konferans.jpg,,İslam Ekonomisi ve Osmanlı Uygulaması,Mehmet Genç Gönüllüsü,2013-05-11,İslam Ekonomisi ve Osmanlı Uygulaması,Konferans;İktisat;İslam Ekonomisi;Osmanlı Uygulaması,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,MG-131,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",Görüntü,image/jpg,tr,http://www.ibav.org,,Akademik,Konferans ve Bildiriler
132,konferans.jpg,,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Mehmet Genç Gönüllüsü,2013-05-25,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Konferans;İktisat;İktisadi Kurumlar;Maliye;Vergi;Ticaret;İhracat;Toplum;Vakıflar;Para Vakfı,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,MG-132,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",Görüntü,image/jpg,tr,http://www.ibav.org,,Akademik,Konferans ve Bildiriler
164,konferans.jpg,,Osmanlı Yönetiminin Özellikleri,Mehmet Genç Gönüllüsü,2013-06-15,Osmanlı Yönetiminin Özellikleri,Konferans;Devlet;Yönetim,Ankara;İç İşleri Bakanlığı,39.91473057,32.85200026,MG-164,"Osmanlı Sisteminden Günümüz İdarecilerinin Alabileceği Dersler, TC. İçişleri Bakanlığı Eğitim Dairesi",Görüntü,image/jpg,tr,https://www.icisleri.gov.tr/egitim,,Akademik,Konferans ve Bildiriler
218,söyleşi.jpg,,İslami Finans Kurumlarının Osmanlı Kökenleri,Mehmet Genç Gönüllüsü,2013-06-22,İslami Finans Kurumlarının Osmanlı Kökenleri,Söyleşi;Kişiler;Mehmet Genç;İktisat;İslami Finans,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,MG-218,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",Görüntü,image/jpg,tr,http://www.ibav.org,,Biyografik,Aile Arşivi
165,konferans.jpg,,Osmanlı Devletinin Uzun Ömürlü Olmasını Sağlayan Temelleri,Mehmet Genç Gönüllüsü,2013-06-28,Osmanlı Devletinin Uzun Ömürlü Olmasını Sağlayan Temelleri,Konferans;Devlet;Yönetim,Ankara;TTK,39.93111335,32.85618695,MG-165,TTK Yüksek Lisans ve Doktora Öğrencileri için Konferans,Görüntü,image/jpg,tr,https://www.ttk.gov.tr/en/,,Akademik,Konferans ve Bildiriler
213,röportaj.jpg,,"Mehmet Genç 'Mesele bulmacayı çözmekti, ünvan değil'",Mehmet Genç Gönüllüsü,2013-07-21,Röportaj,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-213,Star Gazetesi,Görüntü,image/jpg,tr,https://www.star.com.tr/pazar/mehmet-genc-mesele-bulmacayi-cozmekti-unvan-degil-haber-774102/%20(?),,Akademik,Röportaj ve Söyleşiler
204,konferans.jpg,,18. Yüzyılda Osmanlı Dış Ticaretinde Değişme Eğilimleri,Mehmet Genç Gönüllüsü,2013-07-27,18. Yüzyılda Osmanlı Dış Ticaretinde Değişme Eğilimleri,Konferans;Ticaret;İhracat;Yüzyıllar;18.Yy,Yalova;Yalova Üniversitesi,40.65277996,29.26981038,MG-204,"Yalova Üniversitesi, Osmanlı Sosyal ve Ekonomik Tarihi Kongresi I",Görüntü,image/jpg,tr,https://www.yalova.edu.tr,,Akademik,Konferans ve Bildiriler
322,yalova.jpg,,Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Mehmet Genç Gönüllüsü,2013-08-02,Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Sempozyum,Yalova,40.6527099,29.2692093,MG-322,Yalova Üniversitesi,Görüntü,image/jpg,tr,https://www.yalova.edu.tr/tr/Page/Icerik/sempozyum-osmanli-sosyal-ve-ekonomik-tarihi,,Akademik,Konferans ve Bildiriler
209,tecrube.pdf,,Tecrübe Konuşuyor,Mehmet Genç Gönüllüsü,2015-02,Tecrübe Konuşuyor,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-209,Yedikıta Dergisi 78: 60-66,Döküman,application/pdf,tr,https://yedikita.com.tr/hakikati-arayan-insanlara-cok-ihtiyac-var/,,Akademik,Röportaj ve Söyleşiler
426,,wNSWlYVmnVE,MEHMET GENÇ KONFERANS 1.bölüm,Necmettin Semiz,2015-07-15,Osmanlı Sosyal ve İktisadi Sisteminin Temel Özellikleri,Konferans;İktisat;İktisadi Düşünce;Osmanlı Tarihi,Konya,37.87819469,32.484901,MG-426,Fatih Kaleci YouTube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=wNSWlYVmnVE,,Görsel Arşiv,Video Kayıtları
427,,Cvo8DZCwFk,MEHMET GENÇ KONFERANS 2.bölüm,Necmettin Semiz,2015-07-16,Osmanlı Sosyal ve İktisadi Sisteminin Temel Özellikleri,Konferans;İktisat;İktisadi Düşünce;Osmanlı Tarihi,Konya,37.87819469,32.484901,MG-427,Fatih Kaleci YouTube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=_Cvo8DZCwFk,,Görsel Arşiv,Video Kayıtları
428,,3m2caV7C9ak,MEHMET GENÇ KONFERANS 3.bölüm,Necmettin Semiz,2015-07-17,Osmanlı Sosyal ve İktisadi Sisteminin Temel Özellikleri,Konferans;İktisat;İktisadi Düşünce;Osmanlı Tarihi,Konya,37.87819469,32.484901,MG-428,Fatih Kaleci YouTube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=3m2caV7C9ak,,Görsel Arşiv,Video Kayıtları
176,osark.jpg,,Açılış Konferansı,Mehmet Genç Gönüllüsü,2015-10-14,Açılış Konferansı,Konferans,Sakarya;OSARK,40.74227682,30.33280611,MG-176,Uluslararası Osmanlı Araştırmaları Kongresi,Görüntü,image/jpg,tr,http://osark2015.osmanliarastirmalari.org,,Akademik,Konferans ve Bildiriler
254,,S19KEz_QRBk,OSARK - 2015 Açılış Konferansı- I,Mehmet Genç Gönüllüsü,2015-10-14,OSARK - 2015 Açılış Konferansı- I,Konferans;Tarihçilik;Kaynaklar,Sakarya,40.74211,30.33296,MG-254,SAU Tarih Bölümü Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=S19KEz_QRBk,,Görsel Arşiv,Video Kayıtları
339,ozan.jpg,,Ödül Haberi,Mehmet Genç Gönüllüsü,2015-10-30,Twitterda Paylaşılan Ödül Haberi,Biyografi,İstanbul,41.1292562,28.88335172,MG-339,Ozan Sağsöz twitter hesabı,Görüntü,image/jpg,tr,https://twitter.com/terraincognitae/status/660056017250725888,,Biyografik,Hayat Hikayesi
371,hurriyet.pdf,,Tarihçiye saygı,Mehmet Genç Gönüllüsü,2015-12-11,Taha Akyol tarafından Hürriyet Gazetesinde yayınlanan portre yazısı,Biyografi;Taha Akyol,İstanbul ,41.1292562,28.88335172,MG-371,Hürriyet Gazetesi,Döküman,application/pdf,,https://www.hurriyet.com.tr/yazarlar/taha-akyol/tarihciye-saygi-40025557,,Biyografik,Hayat Hikayesi
4,gercekhayat.pdf,,İlim Yolunda Bir Karınca,Mehmet Genç Gönüllüsü,2016-01-18,2016 yılında Ayçe Örer tarafından hazırlanmış portre,Biyografi;Ayçe Örer,İstanbul,41.1292562,28.88335172,MG-4,Gerçek Hayat,Döküman,application/pdf,tr, http://www.gercekhayat.com.tr/portre/ilim-yolunda-bir-karinca/,,Biyografik,Hayat Hikayesi
243,,j-s8FTJ5h_k,Osmanlı İktisadi ve İçtimai Sisteminde Vakıflar,Mehmet Genç Gönüllüsü,2016-03-30,Osmanlı İktisadi ve İçtimai Sisteminde Vakıflar,Konuşma;Toplum;Vakıflar;İktisat;İktisadi Sistem;Kurumlar,İstanbul,41.1292562,28.88335172,MG-243,Türkiye Bilimler Akademisi Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=j-s8FTJ5h_k,,Görsel Arşiv,Video Kayıtları
242,,YAwDZCG69v8,Osmanlı İmparatorluğu'nun Klasik Dönemde Devletin Ekonomiye Bakışı,Mehmet Genç Gönüllüsü,2016-04-23,Osmanlı İmparatorluğu'nun Klasik Dönemde Devletin Ekonomiye Bakışı,Konuşma;Klasik Dönem;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,MG-242,Turing Kültür Sanat Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=YAwDZCG69v8,,Görsel Arşiv,Video Kayıtları
249,,WaUAF9KQyso,Türk Tarihçiliği,Mehmet Genç Gönüllüsü,2016-12-03,Türk Tarihçiliği,Konuşma;Tarihçilik;Türk Tarihçiliği,İstanbul,41.1292562,28.88335172,MG-249,Turing Kültür Sanat Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=WaUAF9KQyso,,Görsel Arşiv,Video Kayıtları
412,,WaUAF9KQyso,Osmanlı Tarihinin Önemli Meseleleri,Necmettin Semiz,2016-12-03,Osmanlı Tarihinin Önemli Meseleleri,Konferans;Osmanlı Tarihi,"İstanbul,Sarıyer",41.09988588,29.00367415,MG-412,Turing Kültür Sanat Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=WaUAF9KQyso,,Görsel Arşiv,Video Kayıtları
415,,XnukGN2JSQs,ŞEHİR Öğretim Üyesi Mehmet Genç Kanal 24'te,Necmettin Semiz,2016-12-16,ŞEHİR Öğretim Üyesi Mehmet Genç Kanal 24'te,TV Programı;Osmanlı Medeniyeti;Otobiyografi;Osmanlı Arşivleri;Belkıs Kılıçkaya,"İstanbul,Beyoğlu",41.0412122,28.98386648,MG-415,Habertürk,Video,video/mp4,tr,https://www.youtube.com/watch?v=XnukGN2JSQs,,Görsel Arşiv,Video Kayıtları
245,,aKO07ont-aQ,Türk Tarihçiliği,Mehmet Genç Gönüllüsü,2017-01-26,Türk Tarihçiliği,Konuşma;Tarihçilik;Türk Tarihçiliği;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,MG-245,Sancaktepe Kültür Sanat Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=aKO07ont-aQ,,Görsel Arşiv,Video Kayıtları
223,söyleşi.jpg,aKO07ont-aQ,Mehmet Genç İle Türk Tarihçiliği,Mehmet Genç Gönüllüsü,2017-01-29,Mehmet Genç İle Türk Tarihçiliği,Söyleşi;Kişiler;Mehmet Genç;Tarihçilik;Türk Tarihçiliği,İstanbul,41.1292562,28.88335172,MG-223,Sancaktepe Kültür Sanat,Video,video/mp4,tr,https://www.youtube.com/watch?v=aKO07ont-aQ,,Görsel Arşiv,Video Kayıtları
250,SarayKonferanslari.jpg,-xAhzwbnJFA,Osmanlı Devleti'nin İktisadi Geçmişi,Mehmet Genç Gönüllüsü,2017-04-04,Osmanlı Devleti'nin İktisadi Geçmişi,Konferans;İktisat;İktisadi Düşünce;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,MG-250,TBMM Saray Konferansları,Video,video/mp4,tr,https://www.youtube.com/watch?v=-xAhzwbnJFA,,Görsel Arşiv,Video Kayıtları
271,derintarih.jpg,,Derin Tarih Dergisi 5. Yıl Töreni,Mehmet Genç Gönüllüsü,2017-04-06,Derin Tarih Dergisi 5. Yıl Töreni,Biyografi,"İstanbul,Topkapı",41.01991396,28.92778881,MG-271,Anonim,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
236,,mRhrcZkYpUQ,"Derin Tarih Programı, Osmanlı Ekonomisinin Bilinmeyenleri",Mehmet Genç Gönüllüsü,2017-04-22,"Derin Tarih Programı, Osmanlı Ekonomisinin Bilinmeyenleri",TV Programı;İktisat;İktisadi Sistem;Kapitülasyonlar;Tarihçilik;Dönemlendirme,İstanbul,41.1292562,28.88335172,MG-236,Derin Tarih Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=mRhrcZkYpUQ,,Görsel Arşiv,Video Kayıtları
246,,7FePAARZ-Fc,Osmanlı'da İktisat Kültürü,Mehmet Genç Gönüllüsü,2017-11-03,Osmanlı'da İktisat Kültürü,Konuşma;İktisat;İktisadi Düşünce,İstanbul,41.1292562,28.88335172,MG-246,Mavera Vakfı Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=7FePAARZ-Fc,,Görsel Arşiv,Video Kayıtları
343,okcular.jpg,,Türk Tarihi ve Tarihçiliği Konferansı,Mehmet Genç Gönüllüsü,2017-11-10,"Okçular Vakfında gerçekleştirilen ""Türk Tarihi ve Tarihçiliği"" Konferansı",Konferans;Kişiler;Erol Özvar;Okçular Vakfı,İstanbul,41.1292562,28.88335172,MG-343,Okçular Vakfı twitter hesabından,Görüntü,image/jpg,tr,https://twitter.com/OkcularVakfi/status/929090243936079872,,Akademik,Konferans ve Bildiriler
344,okcular2.jpg,,Türk Tarihi ve Tarihçiliği Konferansı,Mehmet Genç Gönüllüsü,2017-11-10,"Okçular Vakfında gerçekleştirilen ""Türk Tarihi ve Tarihçiliği"" Konferansı",Konferans;Okçular Vakfı,İstanbul,41.1292562,28.88335172,MG-344,Okçular Vakfı twitter hesabından,Görüntü,image/jpg,tr,https://twitter.com/OkcularVakfi/status/929090243936079872,,Akademik,Konferans ve Bildiriler
222,söyleşi.jpg,7C3CR7Arvyg,Osmanlı İktisadi Sistem,Mehmet Genç Gönüllüsü,2017-12-02,Osmanlı İktisadi Sistem,Söyleşi;Kişiler;Mehmet Genç;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,MG-222,Turing,Video,video/mp4,tr,https://www.youtube.com/watch?v=7C3CR7Arvyg,,Görsel Arşiv,Video Kayıtları
247,,7C3CR7Arvyg,Osmanlı İktisadi Sistemi,Mehmet Genç Gönüllüsü,2017-12-02,Osmanlı İktisadi Sistemi,Konuşma;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,MG-247,Turing Kültür Sanat Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=7C3CR7Arvyg,,Görsel Arşiv,Video Kayıtları
